ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
GB00BKZGVH64	GBX	154	168	107851	124897	98785.36128547719	94584.33749409513	2313333.3333333335	44062.5
GB00BL6K5J42	GBX	28	74	4453	5070	1220188.6368740175	2852071.00591716	10421052.631578946	1719827.5862068965
GB00BL6NGV24	GBX	166	216	182124	198351	23359.249741934065	28353.877721816378	316867.4698795181	13731.667571971755
GB00BL9YR756	GBX	125	111	73457	85635	78938.83496467321	62456.23868745256	15940000.0	17425.86365025986
GB00BL9ZF303	GBX	207	159	314363	243245	12838.66103835375	12941.396534358362	3936000.0	7596.84091763821
GB00BLDRH360	GBX	185	216	139329	144363	59831.47801247407	68388.16040121084	548000.0	44305.283757338555
GB00BLDYK618	GBX	1771	1623	410819	398145	390668.1531282633	373164.0985068254	91240000.0	118293.33333333333
GB00BLGZ9862	GBX	2149	2460	2115447	2710087	28077.83886809738	25694.73230933177	379246.5753424658	5085.5446927374305
GB00BLH3CY60	GBX	68	91	110662	154104	10991.668323363034	10735.736904947309	18200000.0	7001.166861143524
GB00BLJNXL82	GBX	1751	1679	98342	87778	6533648.898741128	7158839.34471052	41222222.222222224	2464000.0
GB00BLWDVP51	GBX	213	219	50131	45565	360337.9146635814	413479.6444639526	3863636.3636363638	158888.88888888888
GB00BLWDVR75	GBX	229	221	626840	622155	3066.013655797333	3021.208541279906	28965.51724137931	1550.1464128843338
GB00BLY2F708	GBX	135	147	723610	783671	775.2311327925264	791.8373909459455	7081.1744386873925	374.8537485374854
GB00BM8Q5M07	GBX	1443	1452	2012278	2055716	9592.732713869555	9528.996223213713	561041.6666666666	3261.834319526627
GB00BMBVGQ36	GBX	173	212	157196	352673	43574.1367464821	25669.27437030904	7960000.0	9167.583425009168
GB00BMH18Q19	GBX	181	271	87793	122113	91914.61733851218	100006.71509175927	45760000.0	42392.34449760766
GB00BMJ6DW54	GBX	1400	1490	597421	634528	126729.86051712277	128028.89706994806	54020000.0	56160.9907120743
GB00BMMV6B79	GBX	366	288	96174	73450	331115.4781957702	346585.4322668482	2505714.285714286	117333.33333333333
GB00BMT9K014	GBX	67	52	79661	77172	18492.11031747028	14986.782770953196	764827.5862068966	10135.704258306036
GB00BMTS0Z37	GBX	140	277	70029	93358	80842.93649773665	121917.7788727265	294890.5109489051	35433.07086614173
GB00BMTV7393	GBX	140	138	494938	458225	2416.0197842962148	2613.31223743794	96333.33333333333	1508.3950171511103
GB00BMVQDZ64	GBX	187	325	45905	59516	339795.2292778564	460844.142751529	80900000.0	137758.62068965516
GB00BMX64W89	GBX	152	183	179508	179943	20386.835127125254	24801.96506671557	114245.28301886792	11548.451548451549
GB00BMXWN182	GBX	250	290	605360	653333	4357.093299854632	4804.563675797794	13508.114856429464	2445.977011494253
GB00BN0SMB92	GBX	261	243	285238	249263	19319.235165020087	20904.10530243157	7066666.666666667	9693.363844393592
GB00BN44P254	GBX	258	231	234421	220895	12883.018159635869	12764.661943457299	412068.9655172414	2933.031218529708
GB00BN4NDR39	GBX	105	212	296498	702735	3597.7308447274518	3107.714856951767	1012000.0	1040.0
GB00BN7CG237	GBX	60	83	7629	34485	609702.4511731551	206878.9328693635	1953658.536585366	72000.0
GB00BNC5T391	GBX	129	169	334029	359282	4309.715623493768	5344.979709531788	11270000.0	2553.441390650693
GB00BND88V85	GBX	186	235	166338	218440	32478.146905698035	31640.7251419154	14500000.0	17216.55668866227
GB00BNG2M159	GBX	209	233	321056	398757	16535.277334795177	15329.260677555503	5110000.0	12700.0
GB00BNK9TP58	GBX	122	119	198661	182085	8100.180709852462	8746.135046818794	482142.85714285716	3776.063981719509
GB00BNKVP754	GBX	81	84	184943	204708	4733.847726056136	4484.192117552807	5410000.0	2598.5781990521327
GB00BNLPYF73	GBX	172	273	240931	294919	15972.830395424417	21178.696523452203	22600000.0	10887.48787584869
GB00BNNTLN49	GBX	1462	1345	496130	417816	298600.1652792615	331014.84864150727	25575000.0	133866.66666666666
GB00BNR4T868	GBX	151	257	66030	97681	129901.5598970165	155004.55564541722	1125490.1960784313	53494.874184529355
GB00BNR5MZ78	GBX	1190	1324	1841345	1878568	7799.627446241741	8643.597144207715	4056666.6666666665	2649.489019352033
GB00BNYK8G86	GBX	437	771	216235	385309	98057.34501815155	100889.13054198059	49760000.0	5632.533513574405
GB00BP37WF17	GBX	165	250	133288	169560	34147.485144949285	41450.22410945978	117372.8813559322	16457.960644007155
GB00BP6MXD84	EUR	34	203	1700	12648	44000.0	43865.98671726755	44000.0	20300.751879699248
GB00BP6MXD84	GBX	3223	3428	798858	1057689	741668.0311144158	623033.6327597243	32240000.0	115047.51847940865
GB00BRB37M78	GBX	106	202	44520	94726	119382.30008984725	109732.28047209847	1859259.2592592593	43750.0
GB00BRS65X63	GBX	139	175	145703	190330	25887.31872370507	25214.62722639626	2116923.076923077	15938.967136150235
GB00BV9FP302	GBX	104	161	12917	20256	2023380.0418053728	2028436.018957346	83733333.33333333	1146788.990825688
GB00BVFNZH21	GBX	162	194	179479	210774	25562.656355339623	26273.354398550106	28640000.0	16743.063932448735
GB00BVG1CF25	GBX		17		83493		541.1232079335992		501.0518263530312
GB00BVGBWW93	GBX	229	240	1290144	1643585	1087.6537812833296	907.6500454798504	510833.3333333333	563.7691485571785
GB00BVYVFW23	GBX	1518	1725	588447	694486	162699.17256779285	157780.25762938347	4491428.571428572	76365.82430806257
GB00BWFGQN14	GBX	1206	1424	27254	32246	50193347.76546562	50474942.62854307	229900000.0	12446808.510638298
GB00BWXC7Y93	GBX	240	263	269345	290179	23470.084835434107	24338.08097760348	806060.6060606061	15287.356321839081
GB00BY2Z0H74	GBX	91	114	97564	138386	18447.378131277932	17169.005535242006	824166.6666666666	8539.518900343643
GB00BY7QYJ50	GBX	222	215	78502	81616	173493.66895110952	164547.3926681043	62000000.0	82266.66666666667
GB00BY9D0Y18	GBX	957	468	933828	509928	26400.08652557002	24315.707315542586	12940000.0	13732.620320855614
GB00BYM1K758	GBX	142	196	138070	175651	22720.359238067645	25085.538938007754	10975000.0	6082.8877005347595
GB00BYM8GJ06	GBX	94	145	73204	90187	41156.76738976012	52074.9110182177	1682105.2631578948	13735.558408215662
GB00BYN59130	GBX	163	106	123706	115671	45602.153492959114	32106.923948094165	6988000.0	3337.1428571428573
GB00BYPHNG03	GBX	199	197	266017	259859	20313.739347485312	20853.924628356148	398823.5294117647	15254.813137032843
GB00BYQ0JC66	GBX	790	322	294859	177802	106518.50545514975	72884.95067547046	19705000.0	33235.294117647056
GB00BYQ46T41	GBX	218	227	518118	541922	5708.815366383719	5734.109336768022	10985.46042003231	3138.7867647058824
GB00BYQB9V88	GBX	311	216	262080	231700	22942.15506715507	18256.79758308157	2785714.285714286	8115.577889447236
GB00BYRJ5J14	GBX	256	294	975488	994477	3479.6020043301405	3950.0863267828217	6640000.0	3302.5
GB00BYT18307	GBX	147	176	31130	36303	465602.31288146484	490281.79489298403	35466666.666666664	202719.6652719665
GB00BYT1DJ19	GBX	1486	1530	194670	211235	1099904.4536908614	1054968.8735294815	13336363.636363637	396986.30136986304
GB00BYW0PQ60	GBX	1706	1725	514479	519044	238215.51511334768	240571.12691794915	74040000.0	98686.73050615595
GB00BYWVDP49	GBX	119	142	125761	153910	18327.939504297836	18079.137158079397	19420000.0	8213.984835720303
GB00BYX7JT74	GBX	263	498	720983	1661035	3956.6536242879515	3556.469309797807	130238.09523809524	1721.344136007438
GB00BYXJC278	GBX	112	130	164400	169473	11042.822384428224	12581.414148566439	8115000.0	5762.173606210304
GB00BYYTFB60	GBX	224	312	118363	156888	116676.66416025278	130789.48039365662	62600000.0	67745.41531823085
GB00BYYW3C20	GBX	118	193	143304	180986	17395.1878523977	22994.596267114583	472222.22222222225	7963.302752293578
GB00BYZDVK82	GBX	215	277	53176	68136	600697.6831653378	612999.001996008	156100000.0	440963.8554216867
GB00BYZN9041	GBX	764	718	76845	71914	2280229.032467955	2329846.7614094615	232000000.0	747682.119205298
GB00BZ0D6727	GBX	87	217	18770	37443	613052.7437400107	778180.1671874583	135100000.0	371671.388101983
GB00BZ4BQC70	GBX	791	813	100737	110496	1376954.3464665415	1299426.223573704	35260000.0	625724.6376811594
GB00BZ6STL67	GBX	159	161	487210	402649	2801.67689497342	3468.1571294104792	2180000.0	1481.4814814814815
GB00BZCNLL95	GBX	216	194	288600	267532	12610.53361053361	12579.05596339877	1718000.0	6142.07650273224
GG00B1NP5142	GBX	241	328	22942	28667	3800061.0234504403	4325007.848745945	62333333.333333336	1780487.8048780488
GG00B1W3VF54	GBX	219	276	599699	789240	4405.076546734278	4256.018448127313	12000000.0	3153.2237013834506
GG00B1Z5FH87	GBX	35	65	11893	18837	390532.2458589086	465063.43897648243	2206666.6666666665	387283.23699421965
GG00B3KX4Q34	GBX	8	8	25856	25328	2691.831683168317	2792.16677195199	2691.831683168317	2735.1485148514853
GG00B4L0PD47	GBX	278	238	61257	80375	286589.28775486886	190071.5396578538	5745454.545454546	19400.726392251818
GG00B4ZPCJ00	GBX	254	253	938373	1010299	2872.9513743468747	2683.1066842588184	125714.28571428571	2104.0
GG00B8P59C08	GBX	181	232	199712	222142	14574.186829033808	17145.609565052982	4040000.0	5559.792027729636
GG00BBHX2H91	GBX	295	217	1556039	1122877	2478.048429377413	2557.3593545864774	9325.762952448546	444.53290870488325
GG00BBHXCL35	GBX	184	191	212251	199676	50535.450951938976	56969.29025020533	691764.7058823529	46880.0
GG00BFYT9H72	GBX	160	319	405213	1218506	4070.9947607801328	2876.6210424897376	66410.2564102564	1300.0
GG00BGJYPP46	GBX	136	181	293056	472005	7156.311421707796	6049.300325208419	15400000.0	1512.5072716695754
GG00BJL5FH87	GBX	157	223	421282	706611	4094.1697010553503	3526.834425164624	133493.97590361445	2662.508994962821
GG00BPFJTF46	GBX	514	428	100867	103083	1271431.6872713573	1061702.70558676	10583333.333333334	628750.0
GG00BR30MJ80	GBX	154	239	44143	74723	789241.7823890537	736700.8819239056	7000000.0	642857.1428571428
GG00BV54HY67	GBX	164	307	541092	856888	3016.8252348953597	3609.759968630673	9696.969696969696	802.3246428283154
GG00BYV2ZQ34	GBX	177	248	371924	413045	3838.3110527957324	4987.035310922539	43934.42622950819	1407.1490845684393
GG00BYXVT888	GBX	190	254	141377	127357	64659.03223296576	102405.83556459402	1215853.6585365853	25521.098118962887
GI000A0F6407	GBX	126	139	149486	173139	16616.94071685643	15941.353478996645	599090.9090909091	8301.567132570945
IE0001827041	GBX	958	935	87980	85011	3287929.074789725	3348278.4580818955	33333333.333333332	1188400.0
IE0002424939	GBX	1363	1543	65377	74279	11518943.971121343	11565863.837693023	551800000.0	5506000.0
IE0003864109	GBX	106	156	225821	268396	5723.60409350769	7182.260540395535	92748.09160305343	3226.828624240824
IE0004906560	EUR	164	151	8833	8406	182657.0813992981	180151.6773733048	506250.0	101450.0
IE0005042456	GBX	27	41	27972	20665	66153.29615329615	151772.56230341157	1396000.0	23007.669223074357
IE0008471009	EUR	34	34	37400	37400	3336.1898395721923	3345.4411764705883	3418.6363636363635	3295.4545454545455
IE0031442068	EUR	38	35	64600	59500	2314.504643962848	2316.084033613445	2328.529411764706	2304.1176470588234
IE0031442068	GBX	14	11	8918	7124	509620.9912536443	501642.3357664234	512755.905511811	427105.2631578947
IE0032077012	EUR	69	66	27600	26400	77593.84057971014	77737.12121212122	78162.5	77025.0
IE00B00FV128	GBX	12	10	7505	5988	294254.49700199865	310981.9639278557	488421.05263157893	243946.66666666666
IE00B00MZ448	GBX	261	271	90589	80587	290793.58421000344	342237.58174395375	6740000.0	209316.7701863354
IE00B010DT83	GBX	150	165	208912	221819	13135.77008501187	15051.235466754426	222650.60240963855	7282.82427608092
IE00B02KXH56	EUR	49	47	171500	164500	402.2857142857143	403.46139817629177	404.62857142857143	401.25714285714287
IE00B0M63060	GBX	52	5	31569	8536	109189.71142576578	42559.74695407685	750000.0	37890.33942558747
IE00B0M63177	GBX	16	22	9851	7931	534443.2037356613	915319.6318244862	556408.0944350759	496153.8461538461
IE00B1FZS350	GBX	3	26	1071	9282	587254.9019607843	588833.2255979315	588235.2941176471	587675.0700280112
IE00B1RR8406	GBX	1663	1711	150059	150982	3406993.915726481	3514886.5427666875	33811111.11111111	420533.3333333333
IE00B1TXLS18	GBX	44	16	17997	30398	123081.06906706674	31769.52431080992	879629.6296296297	26657.71812080537
IE00B1XNH568	EUR	34	36	629000	630160	73.75612082670906	78.66256188904406	76.2054054054054	73.08108108108108
IE00B3XXRP09	USD	141	68	55310	48423	19944.783945037063	11528.24071205832	953625.0	10178.75
IE00B3ZW0K18	EUR	12	12	1128	1128	99973.40425531915	101156.91489361702	100159.5744680851	99393.6170212766
IE00B42TW061	GBX	7	12	2079	2776	2341462.2414622414	3005871.757925072	2356418.918918919	2310033.4448160534
IE00B42Z5J44	EUR	26	10	4030	1550	35643.67245657568	36351.6129032258	35903.22580645161	36348.3870967742
IE00B441G979	EUR	5	15	620	1860	56680.645161290326	56835.48387096774	56725.8064516129	56677.41935483871
IE00B44Z5B48	USD	13	22	770	1860	305036.36363636365	214241.93548387097	342339.62264150946	160035.7142857143
IE00B4L5Y983	GBX	4	5	1364	1706	1777565.982404692	1773856.9753810081	1786176.4705882352	1765497.076023392
IE00B53SZB19	EUR	69	68	13800	13600	358426.0869565217	358952.9411764706	361000.0	355900.0
IE00B5BMR087	EUR	69	70	13800	14000	201500.0	201847.85714285713	202900.0	200850.0
IE00B5BMR087	GBX	12	11	512	539	77990234.375	68002782.93135436	111050000.0	67704081.63265306
IE00B5BMR087	USD	143	75	8594	7264	683921.2241098441	456681.8557268722	7280000.0	438500.0
IE00BD1RP616	EUR	76	97	50542	58840	820.0466938387875	908.3480625424882	4061.654135338346	564.1450777202073
IE00BDC5DG00	GBX	219	212	102153	101326	88587.7066752812	88633.71691372401	2618750.0	36842.10526315789
IE00BKM4GZ66	GBX	8	13	3512	6002	558997.7220956719	532847.3842052649	669021.7391304348	527693.9655172414
IE00BMW3QX54	EUR	55	68	122715	135142	929.238479403496	1047.3760932944606	4904.481132075472	857.2916666666666
IE00BWT6H894	GBX	1851	1989	73185	82871	20591438.1362301	19674870.581988875	164760000.0	2038000.0
IE00BWY4ZF18	GBX	204	215	480710	480803	4073.953111023278	4349.8064695935755	486500.0	1933.7694194603434
IE00BZ12WP82	EUR	104	34	5076	374	458109.732072498	2590909.090909091	5078000.0	2590909.090909091
IL0010849045	GBX	168	135	493335	591397	1531.7684737551563	1041.6860416944962	558750.0	446.3759575721862
IL0011284465	GBX	223	163	56837	39314	514679.69808399456	552678.4351630462	65950000.0	378285.71428571426
IM00B5VQMV65	GBX	1502	1500	238201	239471	946864.8326413407	948845.9980540441	38662500.0	416713.0919220056
IM00B7S9G985	GBX	213	167	103497	81340	118946.92599785501	122936.4396360954	59700000.0	51038.062283737025
IT0003128367	EUR	1	1	85	91	6752.941176470588	6316.483516483517	6752.941176470588	6316.483516483517
IT0003132476	EUR		73		2855		38534.15061295972		24916.666666666668
IT0003198790	EUR		103		2290000		39.58777292576419		22.0
IT0004712375	EUR		1		29		58103.44827586207		58103.44827586207
JE00B248KJ21	GBX	137	208	76437	96689	67094.46995564975	82989.79201356928	3150000.0	30700.325732899022
JE00B4T3BW64	GBX	3189	3839	2460134	4996462	58936.39330215346	36400.05467869064	5803125.0	1310.7834152572968
JE00B55Q3P39	GBX	211	262	271218	389689	11314.73574762737	10285.432742520317	1620000.0	4468.614045991299
JE00B5TT1872	GBX	227	386	578467	676336	3982.7008282235633	6281.744576660121	2037000.0	1844.1744102930666
JE00B6173J15	GBX	188	199	659842	380509	3015.631014697458	5616.529438199885	10640000.0	2265.2757078986588
JE00B6T5S470	GBX	19	24	13227	9778	29612.534966356696	49708.01799959092	97692.30769230769	14525.810324129652
JE00B8KF9B49	GBX	1969	1912	588693	741709	311040.3554993859	244316.61204057117	15820000.0	23040.63860667634
JE00BF5FX167	GBX	281	288	412366	409569	21968.712260467644	22947.17129470248	511904.7619047619	21433.333333333332
JE00BJ1DLW90	GBX	808	824	1037747	1052224	14257.318980445138	14453.334080956147	115468.75	6971.025543271064
JE00BJVNSS43	GBX	1862	1970	59481	64127	34771288.31055295	34365898.91933195	92500000.0	8880000.0
JE00BMDZN391	GBX	111	87	192034	184896	6252.798983513336	5139.48381793008	11320000.0	2464.804984998846
JE00BN574F90	GBX	837	776	43143	39360	5122541.316088357	5428099.593495935	32562500.0	1529310.3448275863
JE00BVRZ8S85	GBX	296	266	493122	229712	54644.08401977604	106172.94699449746	91100000.0	45906.579608237065
JE00BYVQYS01	GBX	191	166	240037	225703	19203.539454334124	17929.80155336881	25040000.0	12062.276671771311
KYG9361H1092	GBX	207	176	79645	142682	186856.67650197752	93409.11958060582	74700000.0	49967.126890203814
LI0315487269	CHF	127	148	5499	6337	214326.24113475176	220059.96528325707	9500000.0	150483.87096774194
LI0355147575	CHF	73	182	6580	12906	58829.78723404255	75937.54842708817	71866.66666666667	49629.62962962963
LU0252633754	EUR	98	101	68456	70096	17685.637489774454	17884.330061629764	19961.22778675283	17534.285714285714
LU0252634307	EUR	65	66	51425	52800	12254.584346135149	12175.037878787878	42631.11111111111	11895.0
LU0274211480	EUR	65	66	45490	45740	18071.488239173446	18314.954088325318	18448.571428571428	17908.571428571428
LU0292106241	EUR	34	48	161549	182510	335.2815554413831	443.10996657717385	1450.909090909091	284.25454545454545
LU0378438732	EUR	12	6	864	432	153523.14814814815	157138.88888888888	156416.66666666666	157111.11111111112
LU0380865021	EUR	34	34	23800	23800	7996.680672268908	8041.302521008403	8187.142857142857	7927.142857142857
LU0411075020	EUR	44	34	1625077	1503862	4.969401449900528	4.157203254021978	1171.7948717948718	3.61010101010101
LU0411075376	EUR	33	33	25921	26400	13533.274179236912	13340.30303030303	32404.98442367601	13037.5
LU0490618542	USD	60	61	43358	43686	11411.965496563495	11533.534770864808	24644.776119402984	10237.5
LU0603940916	EUR	6	6	3498	3498	2866.3807890222984	2924.1852487135507	2890.909090909091	2924.1852487135507
LU0775917882	EUR	16		2368		12162.162162162162		12162.162162162162	
LU1072616219	GBX	1607	1562	727298	704571	131033.49658599363	132442.20951472598	4005333.3333333335	67542.85714285714
LU1598757687	EUR	34		952		67535.71428571429		67535.71428571429	
LU1681037864	EUR		2		70		695185.7142857143		695114.2857142857
LU1829219390	EUR	14	14	2800	2800	41305.0	41358.57142857143	42175.0	40630.0
LU1834983550	EUR	22	19	2068	1786	102252.99806576403	102355.99104143337	104198.93617021276	101767.02127659574
LU1834988278	EUR	28	16	5292	3024	24196.485260770976	24280.95238095238	24488.359788359787	24106.349206349205
LU2197908721	EUR	16	2	1072	134	196791.0447761194	201253.73134328358	196835.8208955224	201223.8805970149
NL0000009165	EUR	2		18		934000.0		934000.0	
NL0000009827	EUR	1		5		3216000.0		3216000.0	
NL0006237562	EUR	34		714		150000.0		150000.0	
NL0009767532	EUR	5		1500		19000.0		19000.0	
NL0010273215	EUR	27		2916		490740.74074074073		490740.74074074073	
NL0010545661	EUR		1		39		31653.846153846152		31653.846153846152
NL0010937058	EUR	17	6	17000	6000	1930.0	1934.0	1930.0	1934.0
NL0011540547	EUR		34		3128		15108.695652173914		15108.695652173914
NL0011832936	CHF	183	221	13385	18115	76979.45461337318	73450.17940932928	5800000.0	54660.19417475728
NL0012015705	GBX	54	74	8028	9091	1629191.5794718484	1993383.5661643383	5360227.2727272725	1160250.0
NL0012169213	EUR		1		5		866200.0		866200.0
NL0012650360	GBX	121	115	11357	11679	2674931.7601479264	2505060.3647572566	252600000.0	1368478.2608695652
NL0012817175	EUR		34		340		840000.0		840000.0
NO0003054108	NOK	1		38		577631.5789473684		577631.5789473684	
NO0005668905	NOK	29		580		1900000.0		1900000.0	
SE0000106270	SEK	2		21		1314000.0		1706500.0	
SE0000108656	SEK	66		1650		260200.0		368947.36842105264	
SE0000112724	SEK	2	1	14	7	2201428.5714285714	2200714.285714286	2206428.5714285714	2200714.285714286
SE0000115446	SEK		1		6		2748333.3333333335		2748333.3333333335
SE0000148884	SEK	1		10		1004000.0		1004000.0	
SE0000170375	SEK	13		117		1359316.2393162393		1386111.111111111	
SE0000171100	SEK		1		16		395625.0		395625.0
SE0000242455	SEK	1		7		2013428.5714285714		2013428.5714285714	
SE0000379190	SEK		33		7953		114356.84647302904		114356.84647302904
SE0000667925	SEK	1		31		110806.45161290323		110806.45161290323	
SE0000825820	SEK	1		5		7784000.0		7784000.0	
SE0000872095	SEK	2	2	138	12	268478.26086956525	3053333.3333333335	3058333.3333333335	3053333.3333333335
SE0000936478	SEK	1		5		4434000.0		4434000.0	
SE0001342395	SEK	33	33	13200	13200	135066.66666666666	135346.21212121213	138925.0	133500.0
SE0001662230	SEK		33		363		1192727.2727272727		1192727.2727272727
SE0003051010	SEK	37	36	6607	6603	610700.7719085818	597495.0779948508	112600000.0	537600.0
SE0005466505	SEK	33	33	425700	425700	129.22386657270377	129.75428705661264	131.45736434108528	125.4108527131783
SE0005466513	SEK	33	33	257400	257400	351.82789432789434	353.14879564879567	356.34615384615387	344.4230769230769
SE0007100581	SEK		3		15		4944000.0		4838000.0
SE0007100599	SEK	18		3762		40669.85645933014		40669.85645933014	
SE0009922164	SEK		1		5		4568000.0		4568000.0
SE0011090018	SEK		1		5		9058000.0		9058000.0
SE0011337708	SEK	2		12		2715833.3333333335		2724166.6666666665	
SE0012853455	SEK		1		46		619565.2173913043		619565.2173913043
SE0015658109	SEK	1		6		2932500.0		2932500.0	
SE0015961909	SEK	18		2052		99122.80701754386		99122.80701754386	
SG9999003735	GBX	127	153	6307	6581	7292452.8301886795	8580458.89682419	368000000.0	583333.3333333334
US01609W1027	EUR	320	199	20080	14680	145799.80079681275	125102.52043596731	237250.0	57062.5
US7594701077	USD	145	238	44034	66362	19940.386973702138	22434.902504445316	472307.6923076923	14392.857142857143
US7960502018	USD	3	8	16	40	25012500.0	26820000.0	133400000.0	26680000.0
US7960508882	USD	45	75	243	1410	21271604.938271604	9098156.028368793	73000000.0	4731578.947368421
US8565522039	USD	13	37	1673	3939	46186.49133293485	56194.4656004062	126170.21276595745	33828.57142857143
US88160R1014	EUR	34		340		5149000.0		5149000.0	
USY5217N1183	USD	20	2	2709	447	16378.737541528239	10044.742729306488	147333.33333333334	10000.0
ZAE000255360	GBX	118	150	461714	539206	1548.3719358737228	1699.7770796319032	7283.511269276394	792.2281826507916
