ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
GB0002148343	GBX	210	187	26652	22814	1212869.5782680474	1283501.358814763	77600000.0	518394.64882943145
GB0002162385	GBX	1955	1502	1464909	1243218	51828.97367686321	48231.20321616965	38800000.0	9861.811800833517
GB0002318888	GBX	129	131	10387	10599	4020390.8732068934	4036909.142371922	107333333.33333333	2274125.874125874
GB0002374006	GBX	2648	2207	335743	287869	2760048.3107615053	2713527.3336135536	44131250.0	761052.6315789474
GB0002395811	GBX	229	210	33323	31959	1216217.0272784564	1180756.5943865578	19688888.888888888	427817.74580335733
GB0002405495	GBX	1500	1446	105132	100935	4132142.449492067	4182015.1582701737	57280000.0	1535828.8770053475
GB0002418548	GBX	194	148	297522	263814	6864.332721613864	6004.7988355432235	126941.17647058824	2409.8585120949338
GB0002634946	GBX	1724	2045	818190	1321254	145434.50787714345	109561.96159103398	4323750.0	6647.2303206997085
GB0002652740	GBX	241	218	33991	31475	2005201.3768350445	1974786.3383637809	283500000.0	1287443.946188341
GB0002869419	GBX	208	183	51684	45997	534142.0942651498	535458.8342718004	133500000.0	368698.06094182824
GB0002875804	GBX	2372	2594	311432	407096	2327858.569446942	2020642.059858117	9604687.5	241995.6927494616
GB0002945029	GBX	149	216	142411	186771	46831.354319539925	53592.36712337568	306896.5517241379	45113.52418558736
GB0003052338	GBX	227	290	159888	222757	82372.66086260382	76739.22705010393	1346511.6279069767	58000.0
GB0003096442	GBX	1072	1394	314361	417539	308635.7722491021	304593.46312560025	1236805.5555555555	69318.18181818182
GB0003308607	GBX	256	236	34684	33028	1810445.738669127	1775448.1046384885	254900000.0	1267187.5
GB0003385308	GBX	194	209	26897	30485	2180800.832806633	2117746.432671806	302000000.0	646000.0
GB0003395000	GBX	121	131	85582	51907	59240.84503750789	109611.42042499085	621739.1304347826	39391.14391143912
GB0003435012	GBX	1		1		38550000.0		38550000.0	
GB0003450359	GBX	163	243	53925	71260	222924.4320815948	259232.38843671064	642241.3793103448	121555.91572123177
GB0003452173	GBX	193	228	422784	403214	4179.521930820466	5368.960403160605	9210000.0	1842.9455198563162
GB0003466074	GBX	67	71	27490	27241	193903.23754092396	210524.57692448882	13316666.666666666	140316.9014084507
GB0003718474	GBX	160	167	8988	9861	12176234.979973298	11719450.360004056	690000000.0	7700000.0
GB0003753778	GBX	24	98	1486	8285	812018.8425302827	611134.5805672903	2168000.0	256084.65608465608
GB0004052071	GBX	1144	1578	143387	208589	1869305.4461004136	1786459.9763170637	9268000.0	639024.3902439025
GB0004082847	GBX	1807	2393	955532	1691092	88624.74516813671	69694.28629548245	47000000.0	6687.565308254963
GB0004161021	GBX	281	236	768483	676885	4210.750270337795	4058.2373667609713	5770000.0	2078.81417208966
GB0004220025	GBX	208	218	46690	55176	953180.5525808524	855694.5048571842	211200000.0	229052.63157894736
GB0004228648	GBX	191	146	22535	23180	1440976.2591524296	1123787.7480586714	11746666.666666666	671482.8897338404
GB0004270301	GBX	109	163	19521	31562	710516.8792582348	665046.5749952474	15750000.0	343869.2098092643
GB0004478896	GBX	187	242	119482	159863	34131.91945230244	34385.37998160925	21900000.0	10456.273764258554
GB0004544929	GBX	1728	1563	348365	366641	757076.1988144618	665397.2141686282	25000000.0	163427.56183745584
GB0004657408	GBX	242	231	771793	822181	1489.570389987989	1353.2239251454364	1578333.3333333333	478.0
GB0004726096	GBX	155	177	223059	229241	15408.031059047158	17314.093028733954	1213684.2105263157	10687.169629985583
GB0004866223	GBX	157	177	35628	37387	319939.3735264399	348035.413378982	71600000.0	114128.7284144427
GB0004915632	GBX	204	249	381073	734057	4593.476840395409	3038.1019457617053	268125.0	853.5132989281461
GB0005405286	GBX	2914	3327	2867012	3229622	48008.839865337155	50295.38441340813	23652500.0	6347.305389221557
GB0005576813	GBX	622	898	172737	224755	280322.6870907796	311877.28860314563	79180000.0	123780.29079159936
GB0005603997	GBX	1509	1203	1984037	1529560	18751.4496957466	19810.246083841106	24610000.0	7235.294117647059
GB0005758098	GBX	1043	1257	552684	600889	141948.1294917168	158604.10158947826	10760000.0	16776.315789473683
GB0005774855	GBX	291	270	113092	99647	189480.2461712588	202235.89270123537	18300000.0	117515.92356687898
GB0006027295	GBX	205	292	264190	233345	23916.87800446648	39612.59079903147	234328.35820895524	17266.591676040494
GB0006111909	GBX	196	191	120961	102392	184264.34966642142	215964.13782326743	2296000.0	78408.34964122635
GB0006215205	GBX	191	129	227825	143281	16649.75309996708	18283.861782092532	2032000.0	6625.418060200669
GB0006436108	GBX	226	274	36427	56198	944162.297197134	760518.1679063311	13000000.0	411948.05194805196
GB0006640972	GBX	158	115	11409	9072	3594136.2082566395	3328373.015873016	23636363.636363637	1477401.1299435028
GB0006650450	GBX	253	282	44165	38725	1311083.4371108343	1709025.177533893	223500000.0	298181.8181818182
GB0006667470	GBX	33	33	1438	1980	1561682.892906815	1178686.8686868686	6118181.818181818	1160000.0
GB0006731235	GBX	1774	1419	230894	185657	1309490.502135179	1324551.9964235122	58150000.0	437817.2588832487
GB0006776081	GBX	1563	1612	548831	550551	173238.97520366014	180012.278608158	2646086.9565217393	71580.18867924529
GB0006825383	GBX	1532	1273	218166	172645	1609632.5733615686	1705182.8897448522	233500000.0	476131.68724279833
GB0006827546	GBX	213	302	1463	2257	700150375.9398496	662607443.5090828	4930000000.0	327666666.6666667
GB0006886666	GBX	157	176	46252	44356	297003.372827121	350913.0670033366	88400000.0	165406.42722117202
GB0006928617	GBX	217	245	83628	79019	255139.7857177022	318415.69749047694	98440000.0	200532.7868852459
GB0007099541	GBX	1579	1106	530141	478672	320926.7911744234	255877.82448106428	54250000.0	33985.718064004235
GB0007188757	GBX	2436	2508	176669	174760	8138181.571186796	8735727.28313115	54636363.63636363	2059420.2898550725
GB0007323586	GBX	155	237	10798	15057	5872291.165030561	6853410.373912466	136600000.0	3578947.3684210526
GB0007366395	GBX	237	209	52090	45997	1065079.6698022652	1079450.8337500272	232500000.0	932000.0
GB0007388407	GBX	123	180	21025	40455	724642.0927467301	566278.5811395377	124200000.0	97588.97818599311
GB0007668071	GBX	173	201	46484	50927	402695.5511573875	430710.62501227245	54450000.0	242342.34234234234
GB0007669376	GBX	1529	1304	301066	248810	617449.6622003149	642542.1003978939	3919354.8387096776	262229.43722943723
GB0007816068	GBX	242	299	143238	208857	132633.79829374887	114206.37086619074	78200000.0	78500.0
GB0007826091	GBX	128	155	58191	63363	183727.72421852176	207592.75918122564	1722000.0	90608.32443970117
GB0007873697	GBX	206	219	96350	110325	97199.79242345615	91660.548379787	1052325.5813953488	19250.0
GB0007908733	GBX	1900	1682	413687	332614	722470.1283820859	808792.1735104355	79450000.0	311300.0
GB0007913485	GBX	153	265	247446	368796	10684.755461797726	12819.960086334993	90000.0	6655.290102389078
GB0007918872	GBX	180	270	87348	116446	108785.54746531117	124853.5802002645	1472222.2222222222	54610.65573770492
GB0007958233	GBX	210	113	236286	191240	10832.973599790084	7283.727253712613	242200.0	3184.6799580272823
GB0007973794	GBX	246	272	790874	862756	3993.050726158655	4141.425849255178	2506000.0	1466.058185966914
GB0007980591	GBX	2891	3323	3821469	4028505	25977.686852883013	30646.645591851073	1054545.4545454546	6406.391317455532
GB0007990962	GBX	240	284	99921	89170	130696.25003752965	175696.42256364247	27450000.0	64117.64705882353
GB0008025412	GBX	59	69	561368	552925	351.35597326530905	425.92394990278973	1144.0	241.65341812400635
GB0008085614	GBX	129	213	13262	20222	2155896.546523903	2358569.874394224	219000000.0	781914.8936170213
GB0008220112	GBX	1561	1630	993563	1073083	46811.63650417739	46176.083303901	483548.3870967742	16847.82608695652
GB0008481250	GBX	43	64	256277	338871	1176.6565083874088	1344.4349029571724	1757.5	1092.3336918113382
GB0008706128	GBX	2286	2582	11903005	22072573	821.1846504307106	533.1766486852258	4400000.0	23.49910355271632
GB0008711763	GBX	87	86	99361	102891	16741.779974034078	16241.459408500257	9750000.0	7996.67497921862
GB0008754136	GBX	846	681	314732	331832	187350.38064130754	146621.60370307867	700000.0	45188.72939925572
GB0008782301	GBX	1518	1559	2568823	2825996	8013.415093215843	7634.062468595143	48727.27272727273	2375.773799564999
GB0008794710	GBX	115	159	20245	30269	764544.3319338108	713343.6849582081	134600000.0	327360.77481840196
GB0008825324	GBX	178	209	53313	78680	352045.46733442124	286306.5582104728	35800000.0	238095.2380952381
GB0008910555	GBX	200	254	87851	102071	156067.6600152531	173773.1578998932	2740000.0	101629.62962962964
GB0009039941	GBX	249	224	429353	288043	8284.931047413202	11251.028492273723	3690000.0	4296.160877513711
GB0009064097	GBX	188	276	170824	238516	46232.96492296165	49481.79577051435	308571.4285714286	29571.026722925457
GB0009123323	GBX	167	293	19154	76398	2778772.0580557585	1238422.4717924553	320800000.0	236861.58401184308
GB0009223206	GBX	1597	1574	465672	435224	421529.9610025941	453120.0025733875	3073750.0	96644.29530201343
GB0009252882	GBX	2917	3160	901406	859244	475643.1397172861	559217.4516202615	24933333.333333332	163934.4262295082
GB0009292243	GBX	208	207	40832	39595	917214.4396551724	950450.8144967799	179900000.0	666914.498141264
GB0009465807	GBX	647	1018	84768	153106	1133815.2368818421	1018414.0399461811	28980000.0	177576.33587786258
GB0009633180	GBX	1340	1368	98318	100921	5538035.761508574	5575265.801963912	13412903.225806452	2314285.714285714
GB0009697037	GBX	108	140	120830	137472	27663.82520897128	31891.221485102422	297714.28571428574	20485.69527611444
GB0009887422	GBX	148	150	153250	152093	24328.352365415987	25110.9518518275	616585.3658536585	13524.324324324325
GB0009895292	GBX	2821	3190	165129	192426	14869143.518097972	14672536.975252824	220250000.0	3079470.1986754965
GB0030232317	GBX	172	143	85858	80644	92977.94032006335	83201.85010664153	2512222.222222222	14655.76862621817
GB0030517261	GBX	231	284	207110	216498	112521.84829317754	135232.65803841143	3510344.827586207	79398.4962406015
GB0030913577	GBX	1493	1889	2500260	4769908	9978.352251365857	6878.592836591398	16955000.0	437.8762999452655
GB0031215220	GBX	739	722	89123	91632	993628.8051344771	959352.4096385542	121200000.0	309560.7235142119
GB0031232498	GBX	221	280	122635	144099	74758.83719982061	82422.84818076462	4150000.0	37030.4114490161
GB0031274896	GBX	867	664	910509	854138	14957.952090533976	12402.164521423938	231578.94736842104	2424.242424242424
GB0031348658	GBX	2373	2690	3378903	4651251	11208.495775108075	9476.349481032092	301851.85185185185	730.1805550530087
GB0031544546	GBX	5	18	387371	386603	1.6650704363517146	6.787065801351774	11.182108626198083	3.0734796375150126
GB0031638363	GBX	1829	1830	95496	94334	9502244.07305018	9690195.47565035	501200000.0	3074534.1614906834
GB0031743007	GBX	1650	1845	230222	263134	1204566.4619367393	1225270.5845690789	24350000.0	380299.53917050693
GB0032089863	GBX	1524	1535	61515	61593	14837431.520767292	15033133.635315701	100066666.66666667	6739325.842696629
GB0033195214	GBX	1503	1636	1340469	1477607	30231.777086974784	30090.693939592868	27060000.0	13918.849512069852
GB0033986497	GBX	794	736	2454678	2277569	2415.9592419046407	2434.7732165304324	832666.6666666666	1057.2711959573273
GB00B012BV22	GBX	96	166	39486	55669	140881.57828090969	174883.68751010436	1208333.3333333333	72159.80024968789
GB00B012TP20	GBX	101	122	97470	106748	24509.07971683595	27430.02210814254	23500000.0	12236.50385604113
GB00B019KW72	GBX	1433	1271	1323924	1153845	26900.282795689178	27834.77850144517	1242500.0	11819.043107531976
GB00B01QGK86	GBX	178	155	222597	195472	14038.733675656005	14127.649995907343	4370000.0	6586.193889098454
GB00B02J6398	GBX	1508	761	152313	84452	2522067.7158220243	2315363.756927012	64000000.0	1018951.6129032258
GB00B02QND93	GBX	142	174	60345	67434	130121.79965200099	145192.33621022035	54800000.0	66267.94258373206
GB00B033F229	GBX	254	296	1055825	1195075	1767.4330499846092	1865.9464887140975	7384000.0	1065.4396728016359
GB00B04V1276	GBX	141	127	150842	124953	25138.489280173955	27595.015725912945	8966666.666666666	15752.62543757293
GB00B06QFB75	GBX	800	696	250646	232545	228886.75662089163	217630.35111483798	7180000.0	57428.11501597444
GB00B0744359	GBX	164	217	129099	243462	35153.64177878992	26157.675530472927	370000.0	12581.344902386118
GB00B0744B38	GBX	1439	1553	151609	170423	2655698.540324123	2568404.499392688	281700000.0	940133.7792642141
GB00B082RF11	GBX	1947	1818	1009030	933144	93337.88886356204	94915.12563977264	48390000.0	44801.84331797235
GB00B0H2K534	GBX	128	121	325020	354016	3948.1724201587595	3465.9732893428545	5025000.0	2132.8896522112495
GB00B0LCW083	GBX	1696	1717	217410	205250	1453312.175152937	1570840.438489647	17154545.454545453	673920.8633093525
GB00B0N8QD54	GBX	250	288	106571	118332	178665.39677773503	187074.50224791266	76500000.0	119051.32192846034
GB00B0SWJX34	GBX	1671	1650	78999	77648	15175495.892353067	15473423.655470842	143840000.0	1824817.5182481753
GB00B0WMWD03	GBX	199	241	204752	170756	29438.63796202235	43185.715289653075	30540000.0	19622.395833333332
GB00B0YG1K06	GBX	138	174	343124	462409	2954.8209976568237	2831.0435134264253	3620000.0	1139.0021964229684
GB00B10RZP78	GBX	2460	2762	327517	407903	2580035.540139901	2404232.5013544885	70000000.0	445534.8380765456
GB00B11V7W98	GBX	212	246	123387	147187	155996.17463752258	153841.0321563725	961052.6315789474	44886.088221037324
GB00B128J450	GBX	126	199	575952	706507	1773.5158485429342	2314.1738156876013	7980000.0	1417.8190092770874
GB00B132NW22	GBX	168	176	252657	230714	14864.183458206184	17216.380453721926	263529.4117647059	10842.207163601162
GB00B135BJ46	GBX	93	164	23536	36595	447667.4031271244	514141.27613061893	4973913.043478261	274452.5547445255
GB00B14SKR37	GBX	182	189	385455	136752	10596.308259070449	31537.01591201591	1083333.3333333333	10842.207163601162
GB00B15FWH70	GBX	104	62	689539	585125	474.2733913527734	337.3005767998291	40423.07692307692	135.07709487608986
GB00B17BBQ50	GBX	756	748	312305	301196	91150.12567842334	94165.85877634498	1621304.347826087	28778.979907264296
GB00B17MMZ46	GBX	123	165	299981	290230	3495.388041242612	4897.116080350067	1698000.0	1543.770432255721
GB00B188SR50	GBX	253	203	902543	682712	4374.838650346854	4678.693211778906	21138.211382113823	3572.9047072330654
GB00B19NLV48	GBX	1572	1660	187157	194908	2381023.418840866	2447570.1356537445	28190000.0	939666.6666666666
GB00B19Z1432	GBX	170	243	184598	221376	17063.56515238518	20656.71075455334	72720.30651340996	7555.555555555556
GB00B19Z2J52	GBX	310	150	1301986	601181	1775.6028098612428	1874.676678071995	7023.2558139534885	906.036241449658
GB00B1CKQ739	GBX	129	153	38622	44327	347348.661384703	363548.17605522595	3470000.0	184973.1663685152
GB00B1CRLC47	GBX	1494	1377	261632	240102	779461.036876223	789488.8422420471	12222727.272727273	344597.98994974873
GB00B1FH8J72	GBX	1540	1590	151088	154710	2891516.8643439584	2945894.900135738	6388888.888888889	1409500.0
GB00B1FP6H53	GBX	102	139	117805	133289	18465.260387929204	22491.72849972616	338412.6984126984	9838.635315813739
GB00B1FW5029	GBX	194	242	445328	778700	5274.4044838860345	3892.8213689482473	187727.27272727274	1652.3412443874279
GB00B1JQBT10	GBX	160	298	1225516	1643956	266.98141843925333	383.9883792510262	11666.666666666666	94.3950137753489
GB00B1JQDM80	GBX	69	176	283218	650260	1682.7849924792915	2056.2697997723985	33913.04347826087	1025.75554563049
GB00B1KJJ408	GBX	1496	1529	131144	130352	2939543.55517599	3117573.953602553	51520000.0	1221800.9478672985
GB00B1L5QH97	GBX	195	158	227328	180155	11388.91821509009	11819.932835613778	84402.51572327044	3707.8969714123973
GB00B1N7Z094	GBX	196	200	54846	62206	416110.5641250046	377367.13500305434	28850000.0	281508.51581508515
GB00B1QH8P22	GBX	100	109	48294	52129	116649.06613658012	119105.48830785167	792253.5211267605	69047.61904761905
GB00B1V9NW54	GBX	201	241	32381	36132	629872.4560699175	701295.25074726	25550000.0	221881.83807439826
GB00B1VNSX38	GBX	244	208	123701	108311	131518.33857446586	129141.08446972145	33475000.0	85018.72659176029
GB00B1VZ0M25	GBX	1731	1473	558918	312118	306582.89767014125	471390.659942714	11138888.888888888	179963.43692870202
GB00B1WY2338	GBX	1347	1584	242962	301138	778815.2056700225	743598.1178064542	17293750.0	372580.6451612903
GB00B1XH2C03	GBX	279	309	402364	421526	8640.310763388376	9418.588651708316	319500.0	3096.2234868080704
GB00B1XZS820	GBX	2666	2831	213343	250720	4761322.846308527	4392068.442884493	77480000.0	916263.7362637363
GB00B1YKG049	GBX	94	113	374906	201397	2354.2167903421123	5945.4708858622525	2312500.0	1832.8358208955224
GB00B1YW4409	GBX	1400	1395	325066	320373	508869.27577784203	518872.5329537758	11885000.0	229166.66666666666
GB00B1Z4ST84	GBX	69	120	76035	82548	23099.099099099098	37796.43359015361	25060000.0	13265.524625267666
GB00B1ZBKY84	GBX	197	269	316340	376834	12029.114244167667	14327.290000371517	9740000.0	7883.360522022838
GB00B23K0M20	GBX	113	73	935912	804804	263.3036011932746	209.47584753554904	382000.0	109.98439937597504
GB00B24CGK77	GBX	2179	2574	105995	123318	11946638.992405303	12624723.884591058	96500000.0	3599500.0
GB00B29H4253	GBX	159	215	130852	163064	40618.02647265613	44565.32404454693	1085483.8709677418	24098.1240981241
GB00B2B0DG97	GBX	1596	1515	316165	281811	1136333.243717679	1222540.9937866158	226000000.0	374500.0
GB00B2NGPM57	GBX	174	179	82662	83990	91643.31857443566	95491.60614358852	524000.0	43207.729468599035
GB00B2PDGW16	GBX	113	135	26878	28921	593736.5131334177	668581.653469797	2682075.4716981133	430487.8048780488
GB00B2QPKJ12	GBX	1413	1551	384404	407860	262036.55529078783	281063.50218212133	2070588.2352941176	92387.26790450928
GB00B39J2M42	GBX	1466	1502	510117	489696	299422.44622312137	323484.1616023002	52600000.0	145977.80859916782
GB00B3DGH821	GBX	204	188	619310	358860	3381.8604576060457	5508.554868193724	99611.6504854369	2283.4295868502886
GB00B3FLWH99	GBX	136	215	58461	71832	148846.23937325738	194062.53480343023	7981250.0	88850.41551246538
GB00B3MBS747	GBX	1486	1184	301981	212813	603992.3041515857	689273.4466409477	61350000.0	292464.1148325359
GB00B41H7391	GBX	184	193	150717	132382	42552.26683121346	51501.7147346316	3008333.3333333335	26088.588588588587
GB00B45C9X44	GBX	225	190	178292	124771	40884.61624750409	51007.445640413236	33450000.0	21297.46835443038
GB00B4WFW713	GBX	288	295	443621	496058	16100.590368805804	14901.039797765583	24820000.0	12390.0
GB00B4Y7R145	GBX	267	226	830202	793011	2907.9428861891442	2606.6347125071406	9000000.0	1797.3212527082924
GB00B4YZN328	GBX	186	230	670425	528516	1833.1953611515085	2919.154765418644	6600000.0	947.0672389127325
GB00B53P2009	GBX	142	193	199637	268451	13052.740724414813	13302.911890810614	1143750.0	7282.82427608092
GB00B572ZV91	GBX	125	89	1427036	1116663	235.47058378345045	218.95146521376637	2652.2593320235756	160.46402072782948
GB00B5N0P849	GBX	117	117	226238	203741	8086.528346254829	9118.096014057062	274473.6842105263	5177.257525083612
GB00B5ZN1N88	GBX	1544	1537	447834	428879	425184.44334284577	448263.14648187486	2723333.3333333335	163994.7437582129
GB00B60BD277	GBX	63	134	116467	202874	8252.466363862724	10231.07938917752	15400000.0	4731.248102034619
GB00B61TVQ02	GBX	198	209	89987	98735	144201.38464444864	139898.718792728	3135714.285714286	90221.91400832178
GB00B62G9D36	GBX	174	270	317601	570544	8259.671726474413	7381.464006281724	15010000.0	3152.234377897274
GB00B62Z3C74	GBX	174	215	195487	208625	23022.502775120596	27144.637507489515	323125.0	14720.812182741116
GB00B635TG28	GBX	236	184	1908092	1738222	298.56788876008073	263.7522709987562	397500.0	122.40909324692691
GB00B63H8491	GBX	1589	2001	3441755	5060724	4102.541581257236	3759.452797662943	990666.6666666666	1418.187001140251
GB00B63QSB39	GBX	193	213	31056	33642	1461447.0633693973	1501667.5584091314	58875000.0	1151960.7843137255
GB00B67G5X01	GBX	166	140	50040	46981	218046.56274980016	198484.49373150847	21983333.333333332	94017.09401709402
GB00B6XZKY75	GBX	243	169	87578	57482	135221.1742675101	145182.83984551686	4413636.363636363	52721.45144076841
GB00B6YTLS95	GBX	67	86	246330	250628	1973.3487597937726	2546.223885599374	17640.586797066015	1109.3048459513857
GB00B71N6K86	GBX	129	104	162366	124834	5188.6848231772665	6207.699825368089	141363.63636363635	636.9313113291704
GB00B7KR2P84	GBX	1089	928	813615	509668	62599.669376793696	89356.34569955344	47000000.0	31785.516860143725
GB00B7N0K053	GBX	206	181	400612	414630	5133.445827883338	4581.819935846417	103917.52577319587	466.8508287292818
GB00B7T77214	GBX	1567	1782	2499739	3132795	12950.572039720946	11879.816585509107	792692.3076923077	2438.7864598575748
GB00B82YXW83	GBX	181	135	81209	72954	77031.60979694368	64596.59511472983	11540000.0	25859.49177877429
GB00B8C3BL03	GBX	1167	1778	425229	658529	184164.9087903224	182076.7194762873	11096666.666666666	85192.80205655527
GB00B8HX8Z88	GBX	157	189	109170	123303	45676.4678941101	49062.22881843913	166947.36842105264	18392.24629418472
GB00B8SC6K54	GBX	316	232	1356507	905889	3423.2038610932345	3918.6920251818933	2142857.1428571427	361.4457831325301
GB00B8VZXT93	GBX	135	127	101033	94871	35896.390288321636	36367.910109517135	26840000.0	15722.610722610723
GB00BBG9VN75	GBX	1102	1501	110607	135579	2387212.3825797644	2674459.1714056013	17142857.14285714	1103703.7037037036
GB00BCKFY513	GBX	74	106	865073	648897	276.4795572165586	543.1524571696278	24736.842105263157	226.14470464872423
GB00BCRX1J15	GBX	70	59	249845	231658	2154.976085172807	1982.383513627848	15617.40890688259	1289.4341512268402
GB00BD3VFW73	GBX	228	173	434601	361719	9273.195413724312	8533.585462748708	197888.88888888888	6432.471787404441
GB00BD45SH49	GBX	130	212	83568	127951	60120.62033314187	64625.05177763363	38940000.0	29506.454062262717
GB00BD6GN030	GBX	242	170	294601	213316	13934.932332205253	14383.379587091451	17090000.0	5969.568294409059
GB00BD6K4575	GBX	1666	1662	333973	320301	771328.071430924	811278.2976013188	4359722.222222222	258277.02702702704
GB00BD7XPJ64	GBX	143	211	432612	505818	2652.8390335913014	3409.0720377685257	8110000.0	1358.8074023303632
GB00BD8DR117	GBX	164	201	124106	153988	40188.62907514544	40545.04247084189	3768750.0	18047.337278106508
GB00BD8HBD32	GBX	177	266	849928	1103766	1733.4409502922601	2030.4575426313186	8370000.0	1521.0297316896301
GB00BDCPN049	EUR	230	272	29325	34575	34472.1568627451	34714.85177151121	60693.333333333336	11706.666666666666
GB00BDCXV269	GBX	200	276	554017	595374	4243.967242882439	5821.408056112628	231568.6274509804	2879.1615289765723
GB00BDD85M81	GBX	1122	930	482843	426737	146723.05490604608	138565.90827605763	63100000.0	63080.0
GB00BDFBVT43	GBX	115	190	44036	66024	166799.89099827415	187527.26281352236	3195000.0	88781.16343490305
GB00BDFGHW41	GBX	267	216	458741	377961	11931.896211587802	12224.277107955582	877083.3333333334	7887.1721164211285
GB00BDHXPG30	GBX	160	170	191251	193883	12619.80329514617	13605.628136556583	1096428.5714285714	4732.97089862488
GB00BDR05C01	GBX	2311	2173	669379	611239	377844.5992479597	394112.3848445534	109840000.0	104101.12359550562
GB00BDVZYZ77	GBX	1671	1638	1082760	1074388	54346.51261590749	54071.154927270225	1366538.4615384615	21243.275552898984
GB00BF044593	GBX	295	326	361754	225376	15294.813602613931	27513.044867244073	2088888.888888889	7636.068237205524
GB00BF448H58	GBX	200	143	122314	116025	29049.65907418611	22202.45636716225	935789.4736842106	6846.153846153846
GB00BF4HYT85	GBX	180	332	34329	70403	571283.7542602464	539096.3453261935	56900000.0	198275.8620689655
GB00BF4JDH58	GBX	172	469	377970	727865	9140.328597507738	13231.231066200464	53333.333333333336	2309.0992226794697
GB00BF5H9P87	GBX	228	221	86370	81225	166205.8585156883	180751.000307787	9350000.0	86475.40983606558
GB00BF8Q6K64	GBX	1297	1726	1570716	2002494	15010.657559991749	15897.188705684011	1134687.5	2374.4292237442924
GB00BFXYH242	GBX	266	238	229641	209405	19029.441606681732	19051.789594326783	1112000.0	5967.684021543986
GB00BFZNLB60	GBX	147	147	106928	97810	39457.578931617536	43598.60954912585	392777.77777777775	17874.456183965194
GB00BG11K365	GBX	176	209	97223	96456	94687.67678430001	116990.95960852617	4338333.333333333	58738.738738738735
GB00BG12Y042	GBX	253	228	77915	48550	330195.7261117885	489089.5983522142	51950000.0	228666.66666666666
GB00BG49KP99	GBX	832	960	1453778	1860434	12696.120040336282	11634.575588276713	488444.44444444444	5346.127484578478
GB00BGBN7C04	GBX	120	141	154777	152498	18490.279563501037	24760.718173353092	25400000.0	12247.942386831275
GB00BGDT3G23	GBX	1532	1700	490302	582591	206568.80861183515	195238.8897185161	13476000.0	82012.5786163522
GB00BGJWTR88	GBX	227	210	161366	165058	205926.89909894278	190314.91960401798	1688888.888888889	147000.0
GB00BGLP8L22	GBX	224	276	64153	80472	459063.4888469752	454125.6586141764	25800000.0	232098.76543209876
GB00BGXQNP29	GBX	1521	1177	569818	430603	157741.94567388183	163638.5719560709	59300000.0	67065.46275395034
GB00BH3VJ782	GBX	29	20	4368	5284	120819.59706959708	68334.59500378501	6170000.0	19938.616071428572
GB00BH4HKS39	GBX	2329	3278	4907378	14134720	5809.608715692983	3035.603252133753	1550000.0	367.23677039267085
GB00BHJYC057	GBX	1890	1907	103335	102696	8357561.329655973	8588694.788501987	27070588.23529412	3551538.4615384615
GB00BHSRZC82	GBX	188	276	263762	291643	14814.302287668428	21227.49388807549	770370.3703703703	9435.66591422122
GB00BJ0LT190	GBX	181	173	229697	204057	29603.564696099646	32352.47994432928	845555.5555555555	29720.0
GB00BJ1F4N75	GBX	153	177	110584	128072	46866.18317297258	53129.80198638266	17155000.0	24835.164835164836
GB00BJ62K685	GBX	154	118	118150	94321	44955.564959796866	43586.47597035655	11573333.333333334	26011.9940029985
GB00BJFFLV09	GBX	1746	1692	65695	63117	18504781.185782783	18814972.194495935	702000000.0	5917948.717948718
GB00BJHPLV88	GBX	169	219	132560	147622	29372.963186481593	34580.21162157402	1533333.3333333333	11591.591591591592
GB00BJLP1Y77	GBX	264	218	969236	793735	4483.26310619911	4569.76194825729	1264615.3846153845	4100.0
GB00BJTNFH41	GBX	134	147	322857	269457	3561.0812217173548	4740.106955840821	183936.17021276595	1609.4740768370011
GB00BJTRSD38	GBX	128	186	321146	495179	8504.231720152206	8162.199931741855	2681250.0	3453.125
GB00BJVQC708	GBX	132	204	192026	438870	9366.752418943268	6515.824731697314	13600000.0	3153.684210526316
GB00BK1PKQ95	GBX	195	262	265439	433606	20002.335753223906	16795.316485472988	264563.1067961165	13725.0
GB00BK7YQK64	GBX	145	173	1374765	1268930	362.97476295948763	492.67965924046246	82309.52380952382	257.92260085004847
GB00BK9RKT01	GBX	715	847	142319	167838	681930.3817480449	690611.482500983	8437500.0	216347.68740031897
GB00BKDRYJ47	GBX	581	505	990817	898155	7713.432450190096	7459.814842649654	13200000.0	3169.5568400770712
GB00BKDTK925	GBX	127	111	151190	145328	14027.647331172697	12865.518000660575	16940000.0	5895.788722341184
GB00BKFB1C65	GBX	1667	1688	2123568	2128285	14245.559831378134	14508.827530147513	138246.26865671642	6321.83908045977
GB00BKLXD974	GBX	156	164	194514	200748	11631.245051770053	12041.365293801184	233870.96774193548	4631.4457450173995
GB00BKPG0138	GBX	2		46		457391.3043478261		457391.3043478261	
GB00BKPG0S09	GBX	202	203	415041	409625	7186.615298247643	7487.824229478181	42292.26361031519	4809.800128949065
GB00BKRC5K31	GBX	145	141	82101	84078	82573.90287572624	78823.23556697353	46250000.0	41502.68336314848
GB00BKY40Q38	GBX	140	189	146075	114604	16915.214786924524	29393.56392447035	17740000.0	6883.9182414192055
