ISIN	Currency	Total Buy Count	Total Sell Count	Total Buy Quantity	Total Sell Quantity	Weighted Average Buy Price	Weighted Average Sell Price	Max Buy Price	Min Sell Price
GB00B29H4253	GBX	159		130852		40618.02647265613		1085483.8709677418	
GB00B2B0DG97	GBX	1596		316165		1136333.243717679		226000000.0	
GB00B2NGPM57	GBX	174		82662		91643.31857443566		524000.0	
GB00B2PDGW16	GBX	113		26878		593736.5131334177		2682075.4716981133	
GB00B2QPKJ12	GBX	1413		384404		262036.55529078783		2070588.2352941176	
GB00B39J2M42	GBX	1466		510117		299422.44622312137		52600000.0	
GB00B3DGH821	GBX	204		619310		3381.8604576060457		99611.6504854369	
GB00B3FLWH99	GBX	136		58461		148846.23937325738		7981250.0	
GB00B3MBS747	GBX	1486		301981		603992.3041515857		61350000.0	
GB00B41H7391	GBX	184		150717		42552.26683121346		3008333.3333333335	
GB00B45C9X44	GBX	225		178292		40884.61624750409		33450000.0	
GB00B4WFW713	GBX	288		443621		16100.590368805804		24820000.0	
GB00B4Y7R145	GBX	267		830202		2907.9428861891442		9000000.0	
GB00B4YZN328	GBX	186		670425		1833.1953611515085		6600000.0	
GB00B53P2009	GBX	142		199637		13052.740724414813		1143750.0	
GB00B572ZV91	GBX	125		1427036		235.47058378345045		2652.2593320235756	
GB00B5N0P849	GBX	117		226238		8086.528346254829		274473.6842105263	
GB00B5ZN1N88	GBX	1544		447834		425184.44334284577		2723333.3333333335	
GB00B60BD277	GBX	63		116467		8252.466363862724		15400000.0	
GB00B61TVQ02	GBX	198		89987		144201.38464444864		3135714.285714286	
GB00B62G9D36	GBX	174		317601		8259.671726474413		15010000.0	
GB00B62Z3C74	GBX	174		195487		23022.502775120596		323125.0	
GB00B635TG28	GBX	236		1908092		298.56788876008073		397500.0	
GB00B63H8491	GBX	1589		3441755		4102.541581257236		990666.6666666666	
GB00B63QSB39	GBX	193		31056		1461447.0633693973		58875000.0	
GB00B67G5X01	GBX	166		50040		218046.56274980016		21983333.333333332	
GB00B6XZKY75	GBX	243		87578		135221.1742675101		4413636.363636363	
GB00B6YTLS95	GBX	67		246330		1973.3487597937726		17640.586797066015	
GB00B71N6K86	GBX	129		162366		5188.6848231772665		141363.63636363635	
GB00B7KR2P84	GBX	1089		813615		62599.669376793696		47000000.0	
GB00B7N0K053	GBX	206		400612		5133.445827883338		103917.52577319587	
GB00B7T77214	GBX	1567		2499739		12950.572039720946		792692.3076923077	
GB00B82YXW83	GBX	181		81209		77031.60979694368		11540000.0	
GB00B8C3BL03	GBX	1167		425229		184164.9087903224		11096666.666666666	
GB00B8HX8Z88	GBX	157		109170		45676.4678941101		166947.36842105264	
GB00B8SC6K54	GBX	316		1356507		3423.2038610932345		2142857.1428571427	
GB00B8VZXT93	GBX	135		101033		35896.390288321636		26840000.0	
GB00BBG9VN75	GBX	1102		110607		2387212.3825797644		17142857.14285714	
GB00BCKFY513	GBX	74		865073		276.4795572165586		24736.842105263157	
GB00BCRX1J15	GBX	70		249845		2154.976085172807		15617.40890688259	
GB00BD3VFW73	GBX	228		434601		9273.195413724312		197888.88888888888	
GB00BD45SH49	GBX	130		83568		60120.62033314187		38940000.0	
GB00BD6GN030	GBX	242		294601		13934.932332205253		17090000.0	
GB00BD6K4575	GBX	1666		333973		771328.071430924		4359722.222222222	
GB00BD7XPJ64	GBX	143		432612		2652.8390335913014		8110000.0	
GB00BD8DR117	GBX	164		124106		40188.62907514544		3768750.0	
GB00BD8HBD32	GBX	177		849928		1733.4409502922601		8370000.0	
GB00BDCPN049	EUR	230		29325		34472.1568627451		60693.333333333336	
GB00BDCXV269	GBX	200		554017		4243.967242882439		231568.6274509804	
GB00BDD85M81	GBX	1122		482843		146723.05490604608		63100000.0	
GB00BDFBVT43	GBX	115		44036		166799.89099827415		3195000.0	
GB00BDFGHW41	GBX	267		458741		11931.896211587802		877083.3333333334	
GB00BDHXPG30	GBX	160		191251		12619.80329514617		1096428.5714285714	
GB00BDR05C01	GBX	2311		669379		377844.5992479597		109840000.0	
GB00BDVZYZ77	GBX	1671		1082760		54346.51261590749		1366538.4615384615	
GB00BF044593	GBX	295		361754		15294.813602613931		2088888.888888889	
GB00BF448H58	GBX	200		122314		29049.65907418611		935789.4736842106	
GB00BF4HYT85	GBX	180		34329		571283.7542602464		56900000.0	
GB00BF4JDH58	GBX	172		377970		9140.328597507738		53333.333333333336	
GB00BF5H9P87	GBX	228		86370		166205.8585156883		9350000.0	
GB00BF8Q6K64	GBX	1297		1570716		15010.657559991749		1134687.5	
GB00BFXYH242	GBX	266		229641		19029.441606681732		1112000.0	
GB00BFZNLB60	GBX	147		106928		39457.578931617536		392777.77777777775	
GB00BG11K365	GBX	176		97223		94687.67678430001		4338333.333333333	
GB00BG12Y042	GBX	253		77915		330195.7261117885		51950000.0	
GB00BG49KP99	GBX	832		1453778		12696.120040336282		488444.44444444444	
GB00BGBN7C04	GBX	120		154777		18490.279563501037		25400000.0	
GB00BGDT3G23	GBX	1532		490302		206568.80861183515		13476000.0	
GB00BGJWTR88	GBX	227		161366		205926.89909894278		1688888.888888889	
GB00BGLP8L22	GBX	224		64153		459063.4888469752		25800000.0	
GB00BGXQNP29	GBX	1521		569818		157741.94567388183		59300000.0	
GB00BH3VJ782	GBX	29		4368		120819.59706959708		6170000.0	
GB00BH4HKS39	GBX	2329		4907378		5809.608715692983		1550000.0	
GB00BHJYC057	GBX	1890		103335		8357561.329655973		27070588.23529412	
GB00BHSRZC82	GBX	188		263762		14814.302287668428		770370.3703703703	
GB00BJ0LT190	GBX	181		229697		29603.564696099646		845555.5555555555	
GB00BJ1F4N75	GBX	153		110584		46866.18317297258		17155000.0	
GB00BJ62K685	GBX	154		118150		44955.564959796866		11573333.333333334	
GB00BJFFLV09	GBX	1746		65695		18504781.185782783		702000000.0	
GB00BJHPLV88	GBX	169		132560		29372.963186481593		1533333.3333333333	
GB00BJLP1Y77	GBX	264		969236		4483.26310619911		1264615.3846153845	
GB00BJTNFH41	GBX	134		322857		3561.0812217173548		183936.17021276595	
GB00BJTRSD38	GBX	128		321146		8504.231720152206		2681250.0	
GB00BJVQC708	GBX	132		192026		9366.752418943268		13600000.0	
GB00BK1PKQ95	GBX	195		265439		20002.335753223906		264563.1067961165	
GB00BK7YQK64	GBX	145		1374765		362.97476295948763		82309.52380952382	
GB00BK9RKT01	GBX	715		142319		681930.3817480449		8437500.0	
GB00BKDRYJ47	GBX	581		990817		7713.432450190096		13200000.0	
GB00BKDTK925	GBX	127		151190		14027.647331172697		16940000.0	
GB00BKFB1C65	GBX	1667		2123568		14245.559831378134		138246.26865671642	
GB00BKLXD974	GBX	156		194514		11631.245051770053		233870.96774193548	
GB00BKPG0138	GBX	2		46		457391.3043478261		457391.3043478261	
GB00BKPG0S09	GBX	202		415041		7186.615298247643		42292.26361031519	
GB00BKRC5K31	GBX	145		82101		82573.90287572624		46250000.0	
GB00BKY40Q38	GBX	140		146075		16915.214786924524		17740000.0	
GB00BKZGVH64	GBX	154		107851		98785.36128547719		2313333.3333333335	
GB00BL6K5J42	GBX	28		4453		1220188.6368740175		10421052.631578946	
GB00BL6NGV24	GBX	166		182124		23359.249741934065		316867.4698795181	
GB00BL9YR756	GBX	125		73457		78938.83496467321		15940000.0	
GB00BL9ZF303	GBX	207		314363		12838.66103835375		3936000.0	
GB00BLDRH360	GBX	185		139329		59831.47801247407		548000.0	
GB00BLDYK618	GBX	1771		410819		390668.1531282633		91240000.0	
GB00BLGZ9862	GBX	2149		2115447		28077.83886809738		379246.5753424658	
GB00BLH3CY60	GBX	68		110662		10991.668323363034		18200000.0	
GB00BLJNXL82	GBX	1751		98342		6533648.898741128		41222222.222222224	
GB00BLWDVP51	GBX	213		50131		360337.9146635814		3863636.3636363638	
GB00BLWDVR75	GBX	229		626840		3066.013655797333		28965.51724137931	
GB00BLY2F708	GBX	135		723610		775.2311327925264		7081.1744386873925	
GB00BM8Q5M07	GBX	1443		2012278		9592.732713869555		561041.6666666666	
GB00BMBVGQ36	GBX	173		157196		43574.1367464821		7960000.0	
GB00BMH18Q19	GBX	181		87793		91914.61733851218		45760000.0	
GB00BMJ6DW54	GBX	1400		597421		126729.86051712277		54020000.0	
GB00BMMV6B79	GBX	366		96174		331115.4781957702		2505714.285714286	
GB00BMT9K014	GBX	67		79661		18492.11031747028		764827.5862068966	
GB00BMTS0Z37	GBX	140		70029		80842.93649773665		294890.5109489051	
GB00BMTV7393	GBX	140		494938		2416.0197842962148		96333.33333333333	
GB00BMVQDZ64	GBX	187		45905		339795.2292778564		80900000.0	
GB00BMX64W89	GBX	152		179508		20386.835127125254		114245.28301886792	
GB00BMXWN182	GBX	250		605360		4357.093299854632		13508.114856429464	
GB00BN0SMB92	GBX	261		285238		19319.235165020087		7066666.666666667	
GB00BN44P254	GBX	258		234421		12883.018159635869		412068.9655172414	
GB00BN4NDR39	GBX	105		296498		3597.7308447274518		1012000.0	
GB00BN7CG237	GBX	60		7629		609702.4511731551		1953658.536585366	
GB00BNC5T391	GBX	129		334029		4309.715623493768		11270000.0	
GB00BND88V85	GBX	186		166338		32478.146905698035		14500000.0	
GB00BNG2M159	GBX	209		321056		16535.277334795177		5110000.0	
GB00BNK9TP58	GBX	122		198661		8100.180709852462		482142.85714285716	
GB00BNKVP754	GBX	81		184943		4733.847726056136		5410000.0	
GB00BNLPYF73	GBX	172		240931		15972.830395424417		22600000.0	
GB00BNNTLN49	GBX	1462		496130		298600.1652792615		25575000.0	
GB00BNR4T868	GBX	151		66030		129901.5598970165		1125490.1960784313	
GB00BNR5MZ78	GBX	1190		1841345		7799.627446241741		4056666.6666666665	
GB00BNYK8G86	GBX	437		216235		98057.34501815155		49760000.0	
GB00BP37WF17	GBX	165		133288		34147.485144949285		117372.8813559322	
GB00BP6MXD84	EUR	34		1700		44000.0		44000.0	
GB00BP6MXD84	GBX	3223		798858		741668.0311144158		32240000.0	
GB00BRB37M78	GBX	106		44520		119382.30008984725		1859259.2592592593	
GB00BRS65X63	GBX	139		145703		25887.31872370507		2116923.076923077	
GB00BV9FP302	GBX	104		12917		2023380.0418053728		83733333.33333333	
GB00BVFNZH21	GBX	162		179479		25562.656355339623		28640000.0	
GB00BVGBWW93	GBX	229		1290144		1087.6537812833296		510833.3333333333	
GB00BVYVFW23	GBX	1518		588447		162699.17256779285		4491428.571428572	
GB00BWFGQN14	GBX	1206		27254		50193347.76546562		229900000.0	
GB00BWXC7Y93	GBX	240		269345		23470.084835434107		806060.6060606061	
GB00BY2Z0H74	GBX	91		97564		18447.378131277932		824166.6666666666	
GB00BY7QYJ50	GBX	222		78502		173493.66895110952		62000000.0	
GB00BY9D0Y18	GBX	957		933828		26400.08652557002		12940000.0	
GB00BYM1K758	GBX	142		138070		22720.359238067645		10975000.0	
GB00BYM8GJ06	GBX	94		73204		41156.76738976012		1682105.2631578948	
GB00BYN59130	GBX	163		123706		45602.153492959114		6988000.0	
GB00BYPHNG03	GBX	199		266017		20313.739347485312		398823.5294117647	
GB00BYQ0JC66	GBX	790		294859		106518.50545514975		19705000.0	
GB00BYQ46T41	GBX	218		518118		5708.815366383719		10985.46042003231	
GB00BYQB9V88	GBX	311		262080		22942.15506715507		2785714.285714286	
GB00BYRJ5J14	GBX	256		975488		3479.6020043301405		6640000.0	
GB00BYT18307	GBX	147		31130		465602.31288146484		35466666.666666664	
GB00BYT1DJ19	GBX	1486		194670		1099904.4536908614		13336363.636363637	
GB00BYW0PQ60	GBX	1706		514479		238215.51511334768		74040000.0	
GB00BYWVDP49	GBX	119		125761		18327.939504297836		19420000.0	
GB00BYX7JT74	GBX	263		720983		3956.6536242879515		130238.09523809524	
GB00BYXJC278	GBX	112		164400		11042.822384428224		8115000.0	
GB00BYYTFB60	GBX	224		118363		116676.66416025278		62600000.0	
GB00BYYW3C20	GBX	118		143304		17395.1878523977		472222.22222222225	
GB00BYZDVK82	GBX	215		53176		600697.6831653378		156100000.0	
GB00BYZN9041	GBX	764		76845		2280229.032467955		232000000.0	
GB00BZ0D6727	GBX	87		18770		613052.7437400107		135100000.0	
GB00BZ4BQC70	GBX	791		100737		1376954.3464665415		35260000.0	
GB00BZ6STL67	GBX	159		487210		2801.67689497342		2180000.0	
GB00BZCNLL95	GBX	216		288600		12610.53361053361		1718000.0	
GG00B1NP5142	GBX	241		22942		3800061.0234504403		62333333.333333336	
GG00B1W3VF54	GBX	219		599699		4405.076546734278		12000000.0	
GG00B1Z5FH87	GBX	35		11893		390532.2458589086		2206666.6666666665	
GG00B3KX4Q34	GBX	8		25856		2691.831683168317		2691.831683168317	
GG00B4L0PD47	GBX	278		61257		286589.28775486886		5745454.545454546	
GG00B4ZPCJ00	GBX	254		938373		2872.9513743468747		125714.28571428571	
GG00B8P59C08	GBX	181		199712		14574.186829033808		4040000.0	
GG00BBHX2H91	GBX	295		1556039		2478.048429377413		9325.762952448546	
GG00BBHXCL35	GBX	184		212251		50535.450951938976		691764.7058823529	
GG00BFYT9H72	GBX	160		405213		4070.9947607801328		66410.2564102564	
GG00BGJYPP46	GBX	136		293056		7156.311421707796		15400000.0	
GG00BJL5FH87	GBX	157		421282		4094.1697010553503		133493.97590361445	
GG00BPFJTF46	GBX	514		100867		1271431.6872713573		10583333.333333334	
GG00BR30MJ80	GBX	154		44143		789241.7823890537		7000000.0	
GG00BV54HY67	GBX	164		541092		3016.8252348953597		9696.969696969696	
GG00BYV2ZQ34	GBX	177		371924		3838.3110527957324		43934.42622950819	
GG00BYXVT888	GBX	190		141377		64659.03223296576		1215853.6585365853	
GI000A0F6407	GBX	126		149486		16616.94071685643		599090.9090909091	
IE0001827041	GBX	958		87980		3287929.074789725		33333333.333333332	
IE0002424939	GBX	1363		65377		11518943.971121343		551800000.0	
IE0003864109	GBX	106		225821		5723.60409350769		92748.09160305343	
IE0004906560	EUR	164		8833		182657.0813992981		506250.0	
IE0005042456	GBX	27		27972		66153.29615329615		1396000.0	
IE0008471009	EUR	34		37400		3336.1898395721923		3418.6363636363635	
IE0031442068	EUR	38		64600		2314.504643962848		2328.529411764706	
IE0031442068	GBX	14		8918		509620.9912536443		512755.905511811	
IE0032077012	EUR	69		27600		77593.84057971014		78162.5	
IE00B00FV128	GBX	12		7505		294254.49700199865		488421.05263157893	
IE00B00MZ448	GBX	261		90589		290793.58421000344		6740000.0	
IE00B010DT83	GBX	150		208912		13135.77008501187		222650.60240963855	
IE00B02KXH56	EUR	49		171500		402.2857142857143		404.62857142857143	
IE00B0M63060	GBX	52		31569		109189.71142576578		750000.0	
IE00B0M63177	GBX	16		9851		534443.2037356613		556408.0944350759	
IE00B1FZS350	GBX	3		1071		587254.9019607843		588235.2941176471	
IE00B1RR8406	GBX	1663		150059		3406993.915726481		33811111.11111111	
IE00B1TXLS18	GBX	44		17997		123081.06906706674		879629.6296296297	
IE00B1XNH568	EUR	34		629000		73.75612082670906		76.2054054054054	
IE00B3XXRP09	USD	141		55310		19944.783945037063		953625.0	
IE00B3ZW0K18	EUR	12		1128		99973.40425531915		100159.5744680851	
IE00B42TW061	GBX	7		2079		2341462.2414622414		2356418.918918919	
IE00B42Z5J44	EUR	26		4030		35643.67245657568		35903.22580645161	
IE00B441G979	EUR	5		620		56680.645161290326		56725.8064516129	
IE00B44Z5B48	USD	13		770		305036.36363636365		342339.62264150946	
IE00B4L5Y983	GBX	4		1364		1777565.982404692		1786176.4705882352	
IE00B53SZB19	EUR	69		13800		358426.0869565217		361000.0	
IE00B5BMR087	EUR	69		13800		201500.0		202900.0	
IE00B5BMR087	GBX	12		512		77990234.375		111050000.0	
IE00B5BMR087	USD	143		8594		683921.2241098441		7280000.0	
IE00BD1RP616	EUR	76		50542		820.0466938387875		4061.654135338346	
IE00BDC5DG00	GBX	219		102153		88587.7066752812		2618750.0	
IE00BKM4GZ66	GBX	8		3512		558997.7220956719		669021.7391304348	
IE00BMW3QX54	EUR	55		122715		929.238479403496		4904.481132075472	
IE00BWT6H894	GBX	1851		73185		20591438.1362301		164760000.0	
IE00BWY4ZF18	GBX	204		480710		4073.953111023278		486500.0	
IE00BZ12WP82	EUR	104		5076		458109.732072498		5078000.0	
IL0010849045	GBX	168		493335		1531.7684737551563		558750.0	
IL0011284465	GBX	223		56837		514679.69808399456		65950000.0	
IM00B5VQMV65	GBX	1502		238201		946864.8326413407		38662500.0	
IM00B7S9G985	GBX	213		103497		118946.92599785501		59700000.0	
IT0003128367	EUR	1		85		6752.941176470588		6752.941176470588	
JE00B248KJ21	GBX	137		76437		67094.46995564975		3150000.0	
JE00B4T3BW64	GBX	3189		2460134		58936.39330215346		5803125.0	
JE00B55Q3P39	GBX	211		271218		11314.73574762737		1620000.0	
JE00B5TT1872	GBX	227		578467		3982.7008282235633		2037000.0	
JE00B6173J15	GBX	188		659842		3015.631014697458		10640000.0	
JE00B6T5S470	GBX	19		13227		29612.534966356696		97692.30769230769	
JE00B8KF9B49	GBX	1969		588693		311040.3554993859		15820000.0	
JE00BF5FX167	GBX	281		412366		21968.712260467644		511904.7619047619	
JE00BJ1DLW90	GBX	808		1037747		14257.318980445138		115468.75	
JE00BJVNSS43	GBX	1862		59481		34771288.31055295		92500000.0	
JE00BMDZN391	GBX	111		192034		6252.798983513336		11320000.0	
JE00BN574F90	GBX	837		43143		5122541.316088357		32562500.0	
JE00BVRZ8S85	GBX	296		493122		54644.08401977604		91100000.0	
JE00BYVQYS01	GBX	191		240037		19203.539454334124		25040000.0	
KYG9361H1092	GBX	207		79645		186856.67650197752		74700000.0	
LI0315487269	CHF	127		5499		214326.24113475176		9500000.0	
LI0355147575	CHF	73		6580		58829.78723404255		71866.66666666667	
LU0252633754	EUR	98		68456		17685.637489774454		19961.22778675283	
LU0252634307	EUR	65		51425		12254.584346135149		42631.11111111111	
LU0274211480	EUR	65		45490		18071.488239173446		18448.571428571428	
LU0292106241	EUR	34		161549		335.2815554413831		1450.909090909091	
LU0378438732	EUR	12		864		153523.14814814815		156416.66666666666	
LU0380865021	EUR	34		23800		7996.680672268908		8187.142857142857	
LU0411075020	EUR	44		1625077		4.969401449900528		1171.7948717948718	
LU0411075376	EUR	33		25921		13533.274179236912		32404.98442367601	
LU0490618542	USD	60		43358		11411.965496563495		24644.776119402984	
LU0603940916	EUR	6		3498		2866.3807890222984		2890.909090909091	
LU0775917882	EUR	16		2368		12162.162162162162		12162.162162162162	
LU1072616219	GBX	1607		727298		131033.49658599363		4005333.3333333335	
LU1598757687	EUR	34		952		67535.71428571429		67535.71428571429	
LU1829219390	EUR	14		2800		41305.0		42175.0	
LU1834983550	EUR	22		2068		102252.99806576403		104198.93617021276	
LU1834988278	EUR	28		5292		24196.485260770976		24488.359788359787	
LU2197908721	EUR	16		1072		196791.0447761194		196835.8208955224	
NL0000009165	EUR	2		18		934000.0		934000.0	
NL0000009827	EUR	1		5		3216000.0		3216000.0	
NL0006237562	EUR	34		714		150000.0		150000.0	
NL0009767532	EUR	5		1500		19000.0		19000.0	
NL0010273215	EUR	27		2916		490740.74074074073		490740.74074074073	
NL0010937058	EUR	17		17000		1930.0		1930.0	
NL0011832936	CHF	183		13385		76979.45461337318		5800000.0	
NL0012015705	GBX	54		8028		1629191.5794718484		5360227.2727272725	
NL0012650360	GBX	121		11357		2674931.7601479264		252600000.0	
NO0003054108	NOK	1		38		577631.5789473684		577631.5789473684	
NO0005668905	NOK	29		580		1900000.0		1900000.0	
SE0000106270	SEK	2		21		1314000.0		1706500.0	
SE0000108656	SEK	66		1650		260200.0		368947.36842105264	
SE0000112724	SEK	2		14		2201428.5714285714		2206428.5714285714	
SE0000148884	SEK	1		10		1004000.0		1004000.0	
SE0000170375	SEK	13		117		1359316.2393162393		1386111.111111111	
SE0000242455	SEK	1		7		2013428.5714285714		2013428.5714285714	
SE0000667925	SEK	1		31		110806.45161290323		110806.45161290323	
SE0000825820	SEK	1		5		7784000.0		7784000.0	
SE0000872095	SEK	2		138		268478.26086956525		3058333.3333333335	
SE0000936478	SEK	1		5		4434000.0		4434000.0	
SE0001342395	SEK	33		13200		135066.66666666666		138925.0	
SE0003051010	SEK	37		6607		610700.7719085818		112600000.0	
SE0005466505	SEK	33		425700		129.22386657270377		131.45736434108528	
SE0005466513	SEK	33		257400		351.82789432789434		356.34615384615387	
SE0007100599	SEK	18		3762		40669.85645933014		40669.85645933014	
SE0011337708	SEK	2		12		2715833.3333333335		2724166.6666666665	
SE0015658109	SEK	1		6		2932500.0		2932500.0	
SE0015961909	SEK	18		2052		99122.80701754386		99122.80701754386	
SG9999003735	GBX	127		6307		7292452.8301886795		368000000.0	
US01609W1027	EUR	320		20080		145799.80079681275		237250.0	
US7594701077	USD	145		44034		19940.386973702138		472307.6923076923	
US7960502018	USD	3		16		25012500.0		133400000.0	
US7960508882	USD	45		243		21271604.938271604		73000000.0	
US8565522039	USD	13		1673		46186.49133293485		126170.21276595745	
US88160R1014	EUR	34		340		5149000.0		5149000.0	
USY5217N1183	USD	20		2709		16378.737541528239		147333.33333333334	
ZAE000255360	GBX	118		461714		1548.3719358737228		7283.511269276394	
AT0000746409	EUR		1		6		1410000.0		1410000.0
AT0000A18XM4	CHF		319		197561		2247.154043561229		944.636678200692
AT0000BAWAG2	EUR		12		132		529090.9090909091		529090.9090909091
AT0000KTMI02	CHF		243		12179		157803.59635438048		105405.4054054054
AU000000BHP4	GBX		455		186578		669609.2250962064		185135.13513513515
AU000000S320	GBX		422		438118		27491.680323565797		14175.0
BE0003678894	EUR		41		42000		4642.619047619048		1902.0
BE0003816338	EUR		34		4386		7937.984496124031		7937.984496124031
BMG3682E1921	NOK		72		68000		8542.558823529413		3941.0
BMG4209G2077	GBX		205		242373		18480.60633816473		9802.116889093419
BMG4593F1389	GBX		146		60037		205047.5540083615		148848.92086330935
BMG5361W1047	GBX		265		179929		56071.33925048213		30446.066504460665
BMG702782084	GBX		299		612785		5442.528782525682		2520.4200700116685
CA0679011084	EUR		68		8398		19838.056680161942		10593.22033898305
CH0000816824	CHF		297		148126		1491.6388750118142		848.3009708737864
CH0001752309	CHF		232		1518		16834980.23715415		13350000.0
CH0002088976	CHF		317		10421		547740.1401017177		411500.0
CH0002178181	CHF		225		36615		22852.874504984295		6218.0579216354345
CH0002432174	CHF		236		3190		2704326.0188087774		2063333.3333333333
CH0002497458	CHF		1265		2861		111709681.92939532		30837500.0
CH0003541510	CHF		289		1704		26734624.41314554		21857142.85714286
CH0003671440	CHF		301		10120		459602.76679841895		268421.05263157893
CH0005795668	CHF		316		3576515		2.8203991874771948		1.2947633342430032
CH0006372897	CHF		257		851		96713278.49588719		61800000.0
CH0008012236	CHF		257		1187		32050884.58298231		24333333.333333332
CH0008038389	CHF		349		24228		130255.48951626217		71190.47619047618
CH0008742519	CHF		956		10678		4957690.578760067		1368000.0
CH0008837566	CHF		234		6594		698589.626933576		274929.57746478874
CH0009002962	CHF		741		2860		55056293.70629371		20980000.0
CH0009236461	CHF		3		108		179444.44444444444		179444.44444444444
CH0009691608	CHF		196		3822		1083948.1946624804		750000.0
CH0010570759	CHF		242		242		10031776859.504131		9860000000.0
CH0010570767	CHF		332		783		430948275.86206895		239500000.0
CH0010645932	CHF		1144		1708		258199063.23185012		75720000.0
CH0010675863	CHF		399		20387		300039.2406925982		185866.66666666666
CH0010702154	CHF		262		6273		936177.2676550295		803703.7037037037
CH0010754924	CHF		267		1392		22004166.666666668		13575000.0
CH0011029946	CHF		215		1454		15196492.434662998		12362500.0
CH0011075394	CHF		1277		23489		2184531.4828217463		390792.0792079208
CH0011108872	CHF		228		4786		1451546.1763476806		1202000.0
CH0011339204	CHF		195		79393		2458.6298540173566		1688.3561643835617
CH0011432447	CHF		117		18555		22271.409323632444		17410.0
CH0011484067	CHF		202		2310		4009372.2943722946		3125000.0
CH0011693600	CHF		175		2252		3191962.69982238		2716666.6666666665
CH0011795959	CHF		313		4143		3704026.0680666184		3073333.3333333335
CH0012005267	CHF		2503		218018		91628.6499279876		25610.0
CH0012032048	CHF		2435		51874		1612369.395072676		349114.5833333333
CH0012032113	CHF		455		21833		797721.7972793478		108378.37837837837
CH0012100191	CHF		336		6066		2202014.507088691		1540000.0
CH0012138530	CHF		1826		3960844		348.47673879607476		22.649246614533663
CH0012138605	CHF		486		53504		38213.516746411486		19455.0
CH0012142631	CHF		324		116438		4398.143217849843		3005.0
CH0012214059	CHF		1524		130952		52247.472356283215		8893.004115226337
CH0012221716	CHF		1256		303389		12191.2857750281		3860.0
CH0012255144	CHF		400		39020		55601.588928754485		10832.183908045978
CH0012255151	CHF		767		17001		1155020.2929239457		477600.0
CH0012268360	CHF		196		278059		232.00831478211458		171.21046892039257
CH0012280076	CHF		236		1534		22579791.39504563		13635000.0
CH0012335540	CHF		225		16504		89039.02084343189		47794.117647058825
CH0012410517	CHF		342		20434		241394.7342664187		190400.0
CH0012453913	CHF		227		18121		99573.4231002704		76660.0
CH0012530207	CHF		322		7110		2490520.393811533		1452631.5789473683
CH0012549785	CHF		315		7152		1518166.9463087248		454383.5616438356
CH0012627250	CHF		378		20422		544292.9194006464		132500.0
CH0012684657	CHF		293		12142		187714.5445560863		97987.01298701299
CH0012829898	CHF		207		1354		16382644.017725259		8214285.714285715
CH0013841017	CHF		1005		9882		6329467.719085205		2038000.0
CH0014284498	CHF		252		2054		9127604.673807206		6750000.0
CH0014786500	CHF		289		17203		160161.01842701854		74078.94736842105
CH0014852781	CHF		964		10116		5052123.368920522		1482285.7142857143
CH0016440353	CHF		250		2151		9849697.814969782		8390000.0
CH0017875789	CHF		215		8248		362689.13676042674		172222.22222222222
CH0018294154	CHF		252		17013		178722.74143302182		50458.333333333336
CH0019107025	CHF		108		2081		955876.9822200865		536363.6363636364
CH0019396990	CHF		212		8515		385024.07516147976		363200.0
CH0021218067	CHF		116		3092271		0.46353634594121923		0.2577286865993779
CH0022268228	CHF		276		139562		1254.2310944239837		646.1864406779661
CH0022427626	CHF		214		892		50392376.68161435		41000000.0
CH0023405456	CHF		317		50226		22729.681838091827		17548.71794871795
CH0023868554	CHF		305		70045		10812.077949889357		7078.481012658228
CH0024590272	CHF		341		10920		762522.8937728938		550000.0
CH0024608827	CHF		1079		4220		28517547.39336493		7223333.333333333
CH0024638196	CHF		207		6807		623591.8907007492		335666.6666666667
CH0024638212	CHF		291		11992		484792.3615743829		390200.0
CH0025238863	CHF		216		6355		891513.768686074		516400.0
CH0025343259	CHF		98		3771		260851.23309466985		166949.15254237287
CH0025536027	CHF		285		3813		3399842.643587726		2328947.3684210526
CH0025751329	CHF		1230		87504		97857.51508502469		33200.0
CH0028422100	CHF		196		20659		35349.72651144779		22298.13664596273
CH0030170408	CHF		994		6090		9813415.435139572		2325600.0
CH0030380734	CHF		341		28989		99445.99675739073		37800.0
CH0030486770	CHF		289		6304		1324405.1395939086		1128000.0
CH0033361673	CHF		321		18544		110993.85245901639		59242.42424242424
CH0038388911	CHF		43		3238		87191.1673872761		78433.73493975903
CH0038389992	CHF		312		49565		43448.60284474932		18863.636363636364
CH0038863350	CHF		1917		160481		140876.2034134882		38640.0
CH0039821084	CHF		201		760		51517105.2631579		47875000.0
CH0042615283	CHF		195		11277		236814.75569743727		147333.33333333334
CH0043238366	CHF		257		1009547		21.229670337289893		11.481429176669963
CH0100191136	CHF		9		303295		0.16881254224434955		0.14821773393872972
CH0100837282	CHF		255		5776		929787.0498614958		703448.275862069
CH0102484968	CHF		210		25990		39622.93189688342		23715.0
CH0102659627	CHF		183		531558		34.9545110787534		17.337729954876778
CH0108503795	CHF		750		11109358		2.7965990473976983		0.6146527879848742
CH0110240600	CHF		353		88451		7315.304518886163		4405.940594059406
CH0111677362	CHF		300		12498		206561.04976796286		126176.4705882353
CH0118530366	CHF		414		26900		82883.27137546468		12209.567198177676
CH0126639464	CHF		18		112		776071.4285714285		109318.18181818182
